Cash
Date	Open	High	Low	Close	Indicator
31.01.2006	100	100	100	100	0.00%
28.02.2006	100	100	100	100	0.00%
31.03.2006	100	100	100	100	0.00%
28.04.2006	100	100	100	100	0.00%
31.05.2006	100	100	100	100	0.00%
30.06.2006	100	100	100	100	0.00%
31.07.2006	100	100	100	100	0.00%
31.08.2006	100	100	100	100	0.00%
29.09.2006	100	100	100	100	0.00%
31.10.2006	100	100	100	100	0.00%
30.11.2006	100	100	100	100	0.00%
29.12.2006	100	100	100	100	0.00%
31.01.2007	100	100	100	100	0.00%
28.02.2007	100	100	100	100	0.00%
30.03.2007	100	100	100	100	0.00%
30.04.2007	100	100	100	100	0.00%
31.05.2007	100	100	100	100	0.00%
29.06.2007	100	100	100	100	0.00%
31.07.2007	100	100	100	100	0.00%
31.08.2007	100	100	100	100	0.00%
28.09.2007	100	100	100	100	0.00%
31.10.2007	100	100	100	100	0.00%
30.11.2007	100	100	100	100	0.00%
31.12.2007	100	100	100	100	0.00%
31.01.2008	100	100	100	100	0.00%
29.02.2008	100	100	100	100	0.00%
31.03.2008	100	100	100	100	0.00%
30.04.2008	100	100	100	100	0.00%
30.05.2008	100	100	100	100	0.00%
30.06.2008	100	100	100	100	0.00%
31.07.2008	100	100	100	100	0.00%
29.08.2008	100	100	100	100	0.00%
30.09.2008	100	100	100	100	0.00%
31.10.2008	100	100	100	100	0.00%
28.11.2008	100	100	100	100	0.00%
31.12.2008	100	100	100	100	0.00%
30.01.2009	100	100	100	100	0.00%
27.02.2009	100	100	100	100	0.00%
31.03.2009	100	100	100	100	0.00%
30.04.2009	100	100	100	100	0.00%
29.05.2009	100	100	100	100	0.00%
30.06.2009	100	100	100	100	0.00%
31.07.2009	100	100	100	100	0.00%
31.08.2009	100	100	100	100	0.00%
30.09.2009	100	100	100	100	0.00%
30.10.2009	100	100	100	100	0.00%
30.11.2009	100	100	100	100	0.00%
31.12.2009	100	100	100	100	0.00%
29.01.2010	100	100	100	100	0.00%
26.02.2010	100	100	100	100	0.00%
31.03.2010	100	100	100	100	0.00%
30.04.2010	100	100	100	100	0.00%
28.05.2010	100	100	100	100	0.00%
30.06.2010	100	100	100	100	0.00%
30.07.2010	100	100	100	100	0.00%
31.08.2010	100	100	100	100	0.00%
30.09.2010	100	100	100	100	0.00%
29.10.2010	100	100	100	100	0.00%
30.11.2010	100	100	100	100	0.00%
31.12.2010	100	100	100	100	0.00%
31.01.2011	100	100	100	100	0.00%
28.02.2011	100	100	100	100	0.00%
31.03.2011	100	100	100	100	0.00%
29.04.2011	100	100	100	100	0.00%
31.05.2011	100	100	100	100	0.00%
30.06.2011	100	100	100	100	0.00%
29.07.2011	100	100	100	100	0.00%
31.08.2011	100	100	100	100	0.00%
30.09.2011	100	100	100	100	0.00%
31.10.2011	100	100	100	100	0.00%
30.11.2011	100	100	100	100	0.00%
30.12.2011	100	100	100	100	0.00%
31.01.2012	100	100	100	100	0.00%
29.02.2012	100	100	100	100	0.00%
30.03.2012	100	100	100	100	0.00%
30.04.2012	100	100	100	100	0.00%
31.05.2012	100	100	100	100	0.00%
29.06.2012	100	100	100	100	0.00%
31.07.2012	100	100	100	100	0.00%
31.08.2012	100	100	100	100	0.00%
28.09.2012	100	100	100	100	0.00%
31.10.2012	100	100	100	100	0.00%
30.11.2012	100	100	100	100	0.00%
31.12.2012	100	100	100	100	0.00%
31.01.2013	100	100	100	100	0.00%
28.02.2013	100	100	100	100	0.00%
28.03.2013	100	100	100	100	0.00%
30.04.2013	100	100	100	100	0.00%
31.05.2013	100	100	100	100	0.00%
28.06.2013	100	100	100	100	0.00%
31.07.2013	100	100	100	100	0.00%
30.08.2013	100	100	100	100	0.00%
30.09.2013	100	100	100	100	0.00%
31.10.2013	100	100	100	100	0.00%
29.11.2013	100	100	100	100	0.00%
31.12.2013	100	100	100	100	0.00%
31.01.2014	100	100	100	100	0.00%
28.02.2014	100	100	100	100	0.00%
31.03.2014	100	100	100	100	0.00%
30.04.2014	100	100	100	100	0.00%
30.05.2014	100	100	100	100	0.00%
30.06.2014	100	100	100	100	0.00%
31.07.2014	100	100	100	100	0.00%
29.08.2014	100	100	100	100	0.00%
30.09.2014	100	100	100	100	0.00%
31.10.2014	100	100	100	100	0.00%
28.11.2014	100	100	100	100	0.00%
31.12.2014	100	100	100	100	0.00%
30.01.2015	100	100	100	100	0.00%
27.02.2015	100	100	100	100	0.00%
31.03.2015	100	100	100	100	0.00%
30.04.2015	100	100	100	100	0.00%
29.05.2015	100	100	100	100	0.00%
19.06.2015	100	100	100	100	0.00%
